question,label
흑당 말차 버블티 드실분,O O O S-COMMENT
흑당 카페 버블티 드실분,O O O S-COMMENT
흑당 홍차 버블티 드실분,O O O S-COMMENT
상그리아 유자 티 드실분,O O O S-COMMENT
아이스 상그리아 티 드실분,O O O S-COMMENT
플레인 요거트 쉐이크 드실분,O O O S-COMMENT
딸기 요거트 쉐이크 드실분,O O O S-COMMENT
망고 요거트 쉐이크 드실분,O O O S-COMMENT
블루베리 요거트 쉐이크 드실분,O O O S-COMMENT
메론 요거트 스무디 드실분,O O O S-COMMENT
복숭아 요거트 스무디 드실분,O O O S-COMMENT
망고 요거트 스무디 드실분,O O O S-COMMENT
순수 딸기 요거트 드실분,O O O S-COMMENT
티라미수 밀크 아이스크림 드실분,O O O S-COMMENT
플레인 밀크 쉐이크 드실분,O O O S-COMMENT
피넛 밀크 쉐이크 드실분,O O O S-COMMENT
쿠키 밀크 쉐이크 드실분,O O O S-COMMENT
초콜릿 밀크 쉐이크 드실분,O O O S-COMMENT
말차 밀크 프라페 드실분,O O O S-COMMENT
오곡 밀크 프라페 드실분,O O O S-COMMENT
에스프레소 밀크 프라페 드실분,O O O S-COMMENT
딸기 생크림 카스테라 드실분,O O O S-COMMENT
메론 생크림 카스테라 드실분,O O O S-COMMENT
콘 어니언 핫도그 드실분,O O O S-COMMENT
프렌치 초콜릿 케이크 드실분,O O O S-COMMENT
딸기 생크림 오믈렛 드실분,O O O S-COMMENT
초코 생크림 오믈렛 드실분,O O O S-COMMENT
순수 요거트 오믈렛 드실분,O O O S-COMMENT
청포도 생크림 오믈렛 드실분,O O O S-COMMENT
블루베리 생크림 오믈렛 드실분,O O O S-COMMENT
생크림 딸기 와플 드실분,O O O S-COMMENT
생크림 망고 와플 드실분,O O O S-COMMENT
생크림 딸기 토스트 드실분,O O O S-COMMENT
생크림 망고 토스트 드실분,O O O S-COMMENT
아이스 바닐라 슈 드실분,O O O S-COMMENT
아이스 초코 슈 드실분,O O O S-COMMENT
홍시 스노우 빙수 드실분,O O O S-COMMENT
콩고물 스노우 빙수 드실분,O O O S-COMMENT
망고앤치즈 스노우 빙수 드실분,O O O S-COMMENT
딸기앤치즈 스노우 빙수 드실분,O O O S-COMMENT
딸기앤망고 요거트 빙수 드실분,O O O S-COMMENT
베리앤베리 요거트 빙수 드실분,O O O S-COMMENT
피치앤망고 요거트 빙수 드실분,O O O S-COMMENT
치즈 요거트 빙수 드실분,O O O S-COMMENT
흑당 아인슈페너 라떼 드실분,O O O S-COMMENT
콜드브루 헤이즐넛 라떼 드실분,O O O S-COMMENT
플레어 연유 라떼 드실분,O O O S-COMMENT
플레어 시나몬 라떼 드실분,O O O S-COMMENT
콜드브루 화이트 모카프라페노 드실분,O O O S-COMMENT
브라운슈가 콜드브루 펄라떼 드실분,O O O S-COMMENT
브라운슈가 밀크티 펄라떼 드실분,O O O S-COMMENT
딸기 젤라또 프라페노 드실분,O O O S-COMMENT
청도 홍시 라떼 드실분,O O O S-COMMENT
청도 홍시 주스 드실분,O O O S-COMMENT
라운드 쇼콜라 케이크 드실분,O O O S-COMMENT
스윗 망고 빙수 드실분,O O O S-COMMENT
스윗 망고 눈꽃빙수 드실분,O O O S-COMMENT
블랙 티 얼그레이 드실분,O O O S-COMMENT
허브 티 캐모마일 드실분,O O O S-COMMENT
허브 티 페퍼민트 드실분,O O O S-COMMENT
허브 티 로즈마리 드실분,O O O S-COMMENT
후레쉬 티 자몽 드실분,O O O S-COMMENT
후레쉬 티 레몬 드실분,O O O S-COMMENT
프리미엄 요거트 스무디 드실분,O O O S-COMMENT
프리미엄 스무디 블루베리 드실분,O O O S-COMMENT
프리미엄 스무디 유자 드실분,O O O S-COMMENT
과일 요거트 스무디 드실분,O O O S-COMMENT
과일 스무디 딸기 드실분,O O O S-COMMENT
과일 스무디 망고 드실분,O O O S-COMMENT
후레쉬 에이드 자몽 드실분,O O O S-COMMENT
후레쉬 에이드 망고 드실분,O O O S-COMMENT
후레쉬 쥬스 오렌지 드실분,O O O S-COMMENT
후레쉬 에이드 레몬 드실분,O O O S-COMMENT
후레쉬 쥬스 자몽 드실분,O O O S-COMMENT
후레쉬 주스 오렌지 드실분,O O O S-COMMENT
아이스 티 복숭아 드실분,O O O S-COMMENT
아이스 티 레몬 드실분,O O O S-COMMENT
국내산 과일주스 딸기 드실분,O O O S-COMMENT
넘버 원 모카 드실분,O O O S-COMMENT
시나몬 크림 모카 드실분,O O O S-COMMENT
아이스 에스프레소 토피넛라떼 드실분,O O O S-COMMENT
아이스 카라멜 라떼 드실분,O O O S-COMMENT
아이스 화이트초코 라떼 드실분,O O O S-COMMENT
아이스 초코 라떼 드실분,O O O S-COMMENT
아이스 토피넛 라떼 드실분,O O O S-COMMENT
시나몬 크림 초코 드실분,O O O S-COMMENT
아이스 민트초코 라떼 드실분,O O O S-COMMENT
딸퐁 요거트 프로스트 드실분,O O O S-COMMENT
리얼 쿠앤크 쉐이크 드실분,O O O S-COMMENT
리얼 블루베리 쉐이크 드실분,O O O S-COMMENT
리얼 딸기 쉐이크 드실분,O O O S-COMMENT
오리지널 바닐라 쉐이크 드실분,O O O S-COMMENT
블루베리 버블 프로스트 드실분,O O O S-COMMENT
타로 버블 프로스트 드실분,O O O S-COMMENT
망고 버블 프로스트 드실분,O O O S-COMMENT
플레인 요거트 프로스트 드실분,O O O S-COMMENT
딸기 요거트 프로스트 드실분,O O O S-COMMENT
키위 요거트 프로스트 드실분,O O O S-COMMENT
망고 요거트 프로스트 드실분,O O O S-COMMENT
블루 레몬 에이드 드실분,O O O S-COMMENT
블루베리 치즈크림 눈꽃빙수 드실분,O O O S-COMMENT
시나몬 멜츠 브레드 드실분,O O O S-COMMENT
초코 퐁당 마마츄리 드실분,O O O S-COMMENT
블루베리 퐁당 마마츄리 드실분,O O O S-COMMENT
라즈베리 퐁당 마마츄리 드실분,O O O S-COMMENT
치즈크림 초콜릿 라떼 드실분,O O O S-COMMENT
치즈크림 스트로베리 라떼 드실분,O O O S-COMMENT
치즈크림 후르츠 피치티 드실분,O O O S-COMMENT
아이스 흑당 카페라떼 드실분,O O O S-COMMENT
아이스 흑당 곡물라떼 드실분,O O O S-COMMENT
아이스 그나와 민트티 드실분,O O O S-COMMENT
레몬 셔벗 에이드 드실분,O O O S-COMMENT
제주 말차 프라페 드실분,O O O S-COMMENT
로얄 밀크티 쉐이크 드실분,O O O S-COMMENT
스트로베리 피치 프라페 드실분,O O O S-COMMENT
에스프레소 마키아또 더블 드실분,O O O S-COMMENT
아이스 초콜릿 라떼 드실분,O O O S-COMMENT
에스프레소 마키아또 싱글 드실분,O O O S-COMMENT
아이스 카페 라떼 드실분,O O O S-COMMENT
에스프레소 콘 파나 드실분,O O O S-COMMENT
아이스 카페 아메리카노 드실분,O O O S-COMMENT
아이스 카페 모카 드실분,O O O S-COMMENT
아이스 카라멜 마키아또 드실분,O O O S-COMMENT
오렌지 자몽 주스 드실분,O O O S-COMMENT
키위 바나나 주스 드실분,O O O S-COMMENT
버블 그린티 라떼 드실분,O O O S-COMMENT
유자 레몬 마카롱 드실분,O O O S-COMMENT
마다가스카르 바닐라 마카롱 드실분,O O O S-COMMENT
생크림 피칸 타르트 드실분,O O O S-COMMENT
생크림 소프트 쉬폰 드실분,O O O S-COMMENT
바닐라 크렘 브륄레 드실분,O O O S-COMMENT
더치 솔티드 카라멜 드실분,O O O S-COMMENT
그뤼에르 치즈 무스 드실분,O O O S-COMMENT
트리플 초콜릿 무스 드실분,O O O S-COMMENT
쇼콜라 쿠키 파블랑 드실분,O O O S-COMMENT
소프트 아이스크림 콘 드실분,O O O S-COMMENT
소프트 아이스크림 컵 드실분,O O O S-COMMENT
벨지안 초콜릿 마카롱 드실분,O O O S-COMMENT
스파이시 튜나 바게트 드실분,O O O S-COMMENT
플레인 그릭 요거트 드실분,O O O S-COMMENT
스트로베리 그릭 요거트 드실분,O O O S-COMMENT
애플 고다 프렌치토스트 드실분,O O O S-COMMENT
멜팅치즈 깜파뉴 토스트 드실분,O O O S-COMMENT
화이트 버터 쿠키 드실분,O O O S-COMMENT
페스토 햄치즈 파니니 드실분,O O O S-COMMENT
스윗버터 토스트 위드베리 드실분,O O O S-COMMENT
바비큐 치킨 파니니 드실분,O O O S-COMMENT
쉬림프 그릭 샐러드 드실분,O O O S-COMMENT
쉬림프 콥 샐러드 드실분,O O O S-COMMENT
아보카도 콥 샐러드 드실분,O O O S-COMMENT
스트로베리 시트론 샐러드 드실분,O O O S-COMMENT
카프레제 발사믹 샐러드 드실분,O O O S-COMMENT
토마토 베이컨 블루밍브레드 드실분,O O O S-COMMENT
화이트 포레스트 생크림 드실분,O O O S-COMMENT
스트로베리 초콜릿 생크림 드실분,O O O S-COMMENT
아이스 카라멜라떼 마끼아또 드실분,O O O S-COMMENT
아이스 바닐라라떼 마끼아또 드실분,O O O S-COMMENT
아이스 화이트초콜릿라떼 마끼아또 드실분,O O O S-COMMENT
카라멜 라떼 마끼아또 드실분,O O O S-COMMENT
바닐라 라떼 마끼아또 드실분,O O O S-COMMENT
흑당 펄 라떼 드실분,O O O S-COMMENT
흑당 펄 밀크티 드실분,O O O S-COMMENT
코코넛 콜드브루 라떼 드실분,O O O S-COMMENT
연유 콜드브루 플로트 드실분,O O O S-COMMENT
치즈 수플레 미니케익 드실분,O O O S-COMMENT
더블 프로마쥬 케익 드실분,O O O S-COMMENT
리얼 다크 타르트 드실분,O O O S-COMMENT
리치 가나슈 케익 드실분,O O O S-COMMENT
오리지널 티라미수 컵 드실분,O O O S-COMMENT
레몬 민트 그라니따 드실분,O O O S-COMMENT
망고 요거트 그라니따 드실분,O O O S-COMMENT
플레인 요거트 그라니따 드실분,O O O S-COMMENT
스트로베리 요거트 그라니따 드실분,O O O S-COMMENT
블루베리 요거트 그라니따 드실분,O O O S-COMMENT
자바칩 민트 그라니따 드실분,O O O S-COMMENT
에스프레소 콘파나 그라니따 드실분,O O O S-COMMENT
카라멜 콘파나 그라니따 드실분,O O O S-COMMENT
모카 콘파나 그라니따 드실분,O O O S-COMMENT
커즈마인 시트러스 캐모마일 드실분,O O O S-COMMENT
민트크루 민트 멜랑주 드실분,O O O S-COMMENT
불고기 크림 리소토 드실분,O O O S-COMMENT
동글동글 보틀 샐러드 드실분,O O O S-COMMENT
버라이어티 치즈 포카챠 드실분,O O O S-COMMENT
스크램블 햄 에그 드실분,O O O S-COMMENT
스크램블 베이컨 에그 드실분,O O O S-COMMENT
파니니 이탈리안 치킨 드실분,O O O S-COMMENT
클램 차우더 스프 드실분,O O O S-COMMENT
햄치즈 크라상 샌드위치 드실분,O O O S-COMMENT
더블 치즈 브레드 드실분,O O O S-COMMENT
콰트로 치즈 타르트 드실분,O O O S-COMMENT
콰트로 치즈 파운드 드실분,O O O S-COMMENT
아마레나 체리 젤라또 드실분,O O O S-COMMENT
체다골드 포테이토 석쇠 드실분,O O O S-COMMENT
체다골드 포테이토 치즈링 드실분,O O O S-COMMENT
체다골드 포테이토 리코타링 드실분,O O O S-COMMENT
체다골드 포테이토 골드스윗 드실분,O O O S-COMMENT
하와이안 골드링 씬 드실분,O O O S-COMMENT
슈림프 알프레도 씬 드실분,O O O S-COMMENT
사과 대추 차 드실분,O O O S-COMMENT
유자 생강 차 드실분,O O O S-COMMENT
자몽 백향과 차 드실분,O O O S-COMMENT
바닐라 아이스크림 와플 드실분,O O O S-COMMENT
그린티 아이스크림 와플 드실분,O O O S-COMMENT
생딸기 스노우 와플 드실분,O O O S-COMMENT
할라피뇨 치킨 샌드위치 드실분,O O O S-COMMENT
카라멜 아이스크림 와플 드실분,O O O S-COMMENT
스틱 치즈 케익 드실분,O O O S-COMMENT
월넛 크림치즈 베이글 드실분,O O O S-COMMENT
메이플 크림치즈 베이글 드실분,O O O S-COMMENT
블랙 앤 밀크 드실분,O O O S-COMMENT
체리 베리 쿨빙수 드실분,O O O S-COMMENT
망고 파인 쿨빙수 드실분,O O O S-COMMENT
초코 브라우니 빙수 드실분,O O O S-COMMENT
골든 애플 요거트 드실분,O O O S-COMMENT
너는 참 달고나 드실분,O O O S-COMMENT
둘세 데 레체 드실분,O O O S-COMMENT
민트 초콜릿 칩 드실분,O O O S-COMMENT
라이스 케이크 그린티 드실분,O O O S-COMMENT
라이스 케이크 스트로베리 드실분,O O O S-COMMENT
라이스 케이크 초코바닐라 드실분,O O O S-COMMENT
라이스 케이크 카페브리즈 드실분,O O O S-COMMENT
라이스 케이크 콩고물 드실분,O O O S-COMMENT
베리 스윗 바이올렛 드실분,O O O S-COMMENT
아이스 마카롱 체리쥬빌레 드실분,O O O S-COMMENT
아이스 마카롱 쿠키앤크림 드실분,O O O S-COMMENT
아이스 바닐라빈 라떼 드실분,O O O S-COMMENT
아이스 연유 라떼 드실분,O O O S-COMMENT
아이스 초코파이 스트로베리 드실분,O O O S-COMMENT
아이스크림 롤 바닐라 드실분,O O O S-COMMENT
아이스크림 롤 초콜릿 드실분,O O O S-COMMENT
에스프레소 앤 크림 드실분,O O O S-COMMENT
자모카 아몬드 훠지 드실분,O O O S-COMMENT
카라멜 크러쉬 라떼 드실분,O O O S-COMMENT
카푸치노 블라스트 모카 드실분,O O O S-COMMENT
카푸치노 블라스트 오리지널 드실분,O O O S-COMMENT
카푸치노 블라스트 헤이즐넛 드실분,O O O S-COMMENT
멜론 그린 밀크티 드실분,O O O S-COMMENT
자두 요거티 스파클링 드실분,O O O S-COMMENT
리얼 망고 밀크티 드실분,O O O S-COMMENT
망고 쥬얼리 밀크티 드실분,O O O S-COMMENT
실크 팥 빙수 드실분,O O O S-COMMENT
브라운슈가 레드빈 밀크티 드실분,O O O S-COMMENT
브라운슈가 커피 밀크티 드실분,O O O S-COMMENT
딸기 쥬얼리 밀크티 드실분,O O O S-COMMENT
치즈폼 딥바닐라 밀크티 드실분,O O O S-COMMENT
치즈폼 딥초코 밀크티 드실분,O O O S-COMMENT
치즈폼 딥초코 스무디 드실분,O O O S-COMMENT
자몽 그린티 에이드 드실분,O O O S-COMMENT
망고 그린티 에이드 드실분,O O O S-COMMENT
청포도 그린티 에이드 드실분,O O O S-COMMENT
레몬 그린티 에이드 드실분,O O O S-COMMENT
초코 쿠앤크 스무디 드실분,O O O S-COMMENT
밀크 쿠앤크 스무디 드실분,O O O S-COMMENT
블랙 밀크티 크러쉬 드실분,O O O S-COMMENT
제주 그린티 스무디 드실분,O O O S-COMMENT
더블 그린 카페라떼 드실분,O O O S-COMMENT
나이트로 바닐라 크림 드실분,O O O S-COMMENT
나이트로 쇼콜라 클라우드 드실분,O O O S-COMMENT
나이트로 콜드 브루 드실분,O O O S-COMMENT
돌체 콜드 브루 드실분,O O O S-COMMENT
콜드 브루 몰트 드실분,O O O S-COMMENT
콜드 브루 플로트 드실분,O O O S-COMMENT
블랙 글레이즈드 라떼 드실분,O O O S-COMMENT
라벤더 카페 브레베 드실분,O O O S-COMMENT
럼 샷 코르타도 드실분,O O O S-COMMENT
스타벅스 돌체 라떼 드실분,O O O S-COMMENT
화이트 초콜릿 모카 드실분,O O O S-COMMENT
블론드 리스트레토 마키아또 드실분,O O O S-COMMENT
블론드 에스프레소 토닉 드실분,O O O S-COMMENT
자바 칩 프라푸치노 드실분,O O O S-COMMENT
바닐라 크림 프라푸치노 드실분,O O O S-COMMENT
초콜릿 크림 프라푸치노 드실분,O O O S-COMMENT
화이트 타이거 프라푸치노 드실분,O O O S-COMMENT
디카페인 아포가토 블렌디드 드실분,O O O S-COMMENT
딸기 요거트 블렌디드 드실분,O O O S-COMMENT
망고 바나나 블렌디드 드실분,O O O S-COMMENT
익스트림 티 블렌디드 드실분,O O O S-COMMENT
자몽 셔벗 블렌디드 드실분,O O O S-COMMENT
쿨 라임 피지오 드실분,O O O S-COMMENT
핑크 자몽 피지오 드실분,O O O S-COMMENT
라임 패션 티 드실분,O O O S-COMMENT
민트 블렌드 티 드실분,O O O S-COMMENT
아이스 유스베리 티 드실분,O O O S-COMMENT
아이스 차이 티 드실분,O O O S-COMMENT
얼 그레이 티 드실분,O O O S-COMMENT
잉글리쉬 브렉퍼스트 티 드실분,O O O S-COMMENT
제주 유기 녹차 드실분,O O O S-COMMENT
캐모마일 블렌드 티 드실분,O O O S-COMMENT
히비스커스 블렌드 티 드실분,O O O S-COMMENT
가드닝 블랙 티 드실분,O O O S-COMMENT
가드닝 캐모마일 티 드실분,O O O S-COMMENT
그린 티 라떼 드실분,O O O S-COMMENT
아이스 얼그레이티 라떼 드실분,O O O S-COMMENT
얼그레이 티 라떼 드실분,O O O S-COMMENT
제주 말차샷 라떼 드실분,O O O S-COMMENT
차이 티 라떼 드실분,O O O S-COMMENT
시그니처 핫 초콜릿 드실분,O O O S-COMMENT
아이스 시그니처 초콜릿 드려요,O O O S-COMMENT
아이스 라임 플로터 드려요,O O O S-COMMENT
아이스 오렌지 플로터 드려요,O O O S-COMMENT
제주 까망 라떼 드려요,O O O S-COMMENT
제주 쑥쑥 라떼 드려요,O O O S-COMMENT
소시지 불고기 베이크 드려요,O O O S-COMMENT
쫄깃 레드빈 브레드 드려요,O O O S-COMMENT
치킨 그랩 브레드 드려요,O O O S-COMMENT
제주 감귤 머핀 드려요,O O O S-COMMENT
고소한 치즈 베이글 드려요,O O O S-COMMENT
호두 크림치즈 베이글 드려요,O O O S-COMMENT
미니 클래식 스콘 드려요,O O O S-COMMENT
카카오 초콜릿 스콘 드려요,O O O S-COMMENT
베이컨 치즈 데니쉬 드려요,O O O S-COMMENT
스위트 시나몬 브리오슈 드려요,O O O S-COMMENT
초콜릿 롤링 크루아상 드려요,O O O S-COMMENT
초콜릿 크런치 볼 드려요,O O O S-COMMENT
한라산 치즈 볼케이노 드려요,O O O S-COMMENT
리얼 피칸 타르트 드려요,O O O S-COMMENT
클라우드 초콜릿 케이크 드려요,O O O S-COMMENT
구운 바나나 케이크 드려요,O O O S-COMMENT
레드벨벳 크림치즈 케이크 드려요,O O O S-COMMENT
마스카포네 티라미수 케이크 드려요,O O O S-COMMENT
밀크티 초콜릿 케이크 드려요,O O O S-COMMENT
바나나 피칸 파운드 드려요,O O O S-COMMENT
부드러운 생크림 카스텔라 드려요,O O O S-COMMENT
애플 시나몬 크럼블 드려요,O O O S-COMMENT
유자 담은 티라미수 드려요,O O O S-COMMENT
크레이프 치즈 케이크 드려요,O O O S-COMMENT
호두 당근 케이크 드려요,O O O S-COMMENT
새콤한 레몬 타르트 드려요,O O O S-COMMENT
진한 초콜릿 타르트 드려요,O O O S-COMMENT
초콜릿 벨벳 케이크 드려요,O O O S-COMMENT
베이컨 치즈 토스트 드려요,O O O S-COMMENT
쉬림프 로제 파스타 드려요,O O O S-COMMENT
로스트 비프 샐러드 드려요,O O O S-COMMENT
로스트 치킨 샐러드 드려요,O O O S-COMMENT
베이컨 포테이토 샐러드 드려요,O O O S-COMMENT
브로콜리 에그 샐러드 드려요,O O O S-COMMENT
쉬림프 코코넛 샐러드 드려요,O O O S-COMMENT
그릴드 베지터블 파니니 드려요,O O O S-COMMENT
단호박 에그 샌드위치 드려요,O O O S-COMMENT
모짜렐라 베이컨 샌드위치 드려요,O O O S-COMMENT
바질 치킨 바게트 드려요,O O O S-COMMENT
베이컨 과카몰리 샌드위치 드려요,O O O S-COMMENT
에그 베이컨 파니니 드려요,O O O S-COMMENT
에그 아보카도 파니니 드려요,O O O S-COMMENT
치킨 루꼴라 샌드위치 드려요,O O O S-COMMENT
치킨 아보카도앤치즈 파니니 드려요,O O O S-COMMENT
탄두리 치킨 샌드위치 드려요,O O O S-COMMENT
포크 커틀릿 샌드위치 드려요,O O O S-COMMENT
햄 에그 크레페 드려요,O O O S-COMMENT
햄앤루꼴라 올리브 샌드위치 드려요,O O O S-COMMENT
햄앤치즈 에그 머핀 드려요,O O O S-COMMENT
리저브 초콜릿 세트 드려요,O O O S-COMMENT
에스프레소 빈 초콜릿 드려요,O O O S-COMMENT
먹물치즈 라이스 비스코티 드려요,O O O S-COMMENT
블루베리 잼 쿠키 드려요,O O O S-COMMENT
스마일 쿠키 라즈베리 드려요,O O O S-COMMENT
스마일 쿠키 초콜릿 드려요,O O O S-COMMENT
오트밀 레이즌 쿠키 드려요,O O O S-COMMENT
유기농 바닐라 아이스크림 드려요,O O O S-COMMENT
유기농 초콜릿 아이스크림 드려요,O O O S-COMMENT
넛츠 바닐라 아포가토 드려요,O O O S-COMMENT
넛츠 초콜릿 아포가토 드려요,O O O S-COMMENT
시나몬 슈가 프레즐 드려요,O O O S-COMMENT
할라피뇨 치즈 프레즐 드려요,O O O S-COMMENT
시나몬 슈가 스틱 드려요,O O O S-COMMENT
아몬드 크림치즈 스틱 드려요,O O O S-COMMENT
할라피뇨 치즈 핫도그 드려요,O O O S-COMMENT
블랙페퍼 치즈 핫도그 드려요,O O O S-COMMENT
마일드 민트 레몬에이드 드려요,O O O S-COMMENT
핫살사 치즈 딥 드려요,O O O S-COMMENT
핫 토마토 딥 드려요,O O O S-COMMENT
버블 흑당 라떼 드려요,O O O S-COMMENT
버블 흑당 콜드브루 드려요,O O O S-COMMENT
이디야 콤부차 복숭아망고 드려요,O O O S-COMMENT
이디야 콤부차 청포도레몬 드려요,O O O S-COMMENT
버블 크림 밀크티 드려요,O O O S-COMMENT
버블 베리 밀크티 드려요,O O O S-COMMENT
버블 밀크티 쉐이크 드려요,O O O S-COMMENT
버블 베리 쉐이크 드려요,O O O S-COMMENT
콜드브루 화이트 비엔나 드려요,O O O S-COMMENT
자몽 네이블 오렌지 드려요,O O O S-COMMENT
토피 넛 라떼 드려요,O O O S-COMMENT
어린잎 녹차 작설차 드려요,O O O S-COMMENT
얼그레이 홍차 블랙티 드려요,O O O S-COMMENT
로즈 자스민 티 드려요,O O O S-COMMENT
그린 애플 플랫치노 드려요,O O O S-COMMENT
초코렛 칩 플랫치노 드려요,O O O S-COMMENT
플레인 요거트 플랫치노 드려요,O O O S-COMMENT
블루베리 요거트 플랫치노 드려요,O O O S-COMMENT
딸기 요거트 플랫치노 드려요,O O O S-COMMENT
흑당 밀크티 빙수 드려요,O O O S-COMMENT
딸기 치즈 빙수 드려요,O O O S-COMMENT
아포가토 스트로베리 쿠키 드려요,O O O S-COMMENT
갈릭 치즈 브레드 드려요,O O O S-COMMENT
떠먹는 롤케이크 플레인 드려요,O O O S-COMMENT
떠먹는 롤케익 초코 드려요,O O O S-COMMENT
미니 코코 크런치 드려요,O O O S-COMMENT
데블스 초코 케이크 드려요,O O O S-COMMENT
수플레 치즈 케이크 드려요,O O O S-COMMENT
허니 카라멜 브레드 드려요,O O O S-COMMENT
메이플 넛 브레드 드려요,O O O S-COMMENT
블루베리 치즈 스틱케익 드려요,O O O S-COMMENT
플레인 치즈 스틱케익 드려요,O O O S-COMMENT
초코렛 청크 쿠키 드려요,O O O S-COMMENT
콤비네이션 피자 몬스터 드려요,O O O S-COMMENT
프래그런트 나이트 쟈스민 드려요,O O O S-COMMENT
잉글리쉬 브렉퍼스트 라떼 드려요,O O O S-COMMENT
모로칸 민트 라떼 드려요,O O O S-COMMENT
아이스 캐러멜 마키아토 드려요,O O O S-COMMENT
아이스 더블카페 라떼 드려요,O O O S-COMMENT
캐러멜 아이스 블렌디드 드려요,O O O S-COMMENT
헤이즐넛 아이스 블렌디드 드려요,O O O S-COMMENT
모카 아이스 블렌디드 드려요,O O O S-COMMENT
바닐라 아이스 블렌디드 드려요,O O O S-COMMENT
베리베리 아이스 블렌디드 드려요,O O O S-COMMENT
그린티 아이스 블렌디드 드려요,O O O S-COMMENT
콜드 브루 라떼 드려요,O O O S-COMMENT
스파클링 스웨디쉬 레몬 드려요,O O O S-COMMENT
아이스 더블 초코렛 드려요,O O O S-COMMENT
블루베리 초코칩 스콘 드려요,O O O S-COMMENT
초코 후르츠 머핀 드려요,O O O S-COMMENT
크림 치즈 머핀 드려요,O O O S-COMMENT
쌀 블루베리 베이글 드려요,O O O S-COMMENT
햄 치즈 포카치아 드려요,O O O S-COMMENT
시카고 치즈 케익 드려요,O O O S-COMMENT
초콜릿 무스 케익 드려요,O O O S-COMMENT
까망베르 치즈 타르트 드려요,O O O S-COMMENT
에그 베이컨 브리오쉬 드려요,O O O S-COMMENT
얼그레이 초코 마카롱 드려요,O O O S-COMMENT
바닐라 빈 마카롱 드려요,O O O S-COMMENT
제주 청귤 스노우 드려요,O O O S-COMMENT
오트밀 카라멜 스노우 드려요,O O O S-COMMENT
오트밀 블루베리 스노우 드려요,O O O S-COMMENT
코코넛 밀크 스노우 드려요,O O O S-COMMENT
루이보스 아몬드 밀크티 드려요,O O O S-COMMENT
한라봉 스파클링 에이드 드려요,O O O S-COMMENT
크림 베리 케이크 드려요,O O O S-COMMENT
망고 피치 빙수 드려요,O O O S-COMMENT
망고 코코넛칩 빙수 드려요,O O O S-COMMENT
밀크 베리 빙수 드려요,O O O S-COMMENT
프리미엄 치킨 샌드위치 드려요,O O O S-COMMENT
모짜렐라 치즈 포카치아 드려요,O O O S-COMMENT
핑크 베리 토르테 드려요,O O O S-COMMENT
큐브 달콤 브레드 드려요,O O O S-COMMENT
클래식 클럽 샌드위치 드려요,O O O S-COMMENT
뉴욕 치즈 케이크 드려요,O O O S-COMMENT
스트로베리 요거트 드롭치노 드려요,O O O S-COMMENT
블루베리 요거트 드롭치노 드려요,O O O S-COMMENT
제주 한라 녹차 드려요,O O O S-COMMENT
프리미엄 블렌드 딥라떼 드려요,O O O S-COMMENT
리얼 벨지안 카페모카 드려요,O O O S-COMMENT
제주 한라봉 감귤차 드려요,O O O S-COMMENT
리얼 벨지안 초코 드려요,O O O S-COMMENT
페퍼로니 치즈 바게트 드려요,O O O S-COMMENT
미트볼 칠리 치즈 드려요,O O O S-COMMENT
명란 에그 마요 드려요,O O O S-COMMENT
아이스크림 사과 타르트 드려요,O O O S-COMMENT
쌀 촉촉 카스테라 드려요,O O O S-COMMENT
아이스크림 꽂힌 티라미스 드려요,O O O S-COMMENT
블루베리 마스카포네 라운드 드려요,O O O S-COMMENT
단호박 치즈 라운드 드려요,O O O S-COMMENT
페스토 햄 모짜렐라 드려요,O O O S-COMMENT
올리브 베이컨 치아바타 드려요,O O O S-COMMENT
오트밀 치킨 할라피뇨 드려요,O O O S-COMMENT
더블 초코 라운드 드려요,O O O S-COMMENT
딸기 갸토 쇼콜라 드려요,O O O S-COMMENT
베이컨 에그 데니쉬 드려요,O O O S-COMMENT
블루베리 크림치즈 머핀 드려요,O O O S-COMMENT
치킨 크림 리조또 드려요,O O O S-COMMENT
스파이시 씨푸드 리조또 드려요,O O O S-COMMENT
로제 펜네 그라탕 드려요,O O O S-COMMENT
멜로한 연유 라떼 드려요,O O O S-COMMENT
멜로우 크림 라떼 드려요,O O O S-COMMENT
아이스 헤이즐넛 라떼 드려요,O O O S-COMMENT
아이스 초콜릿 밀크 드려요,O O O S-COMMENT
아이스 레드벨벳 라떼 드려요,O O O S-COMMENT
아이스 다크 쇼콜라 드려요,O O O S-COMMENT
유자 플럼 티 드려요,O O O S-COMMENT
시나몬 진저 티 드려요,O O O S-COMMENT
배 도라지 티 드려요,O O O S-COMMENT
아이스 레몬 티 드려요,O O O S-COMMENT
아이스 자몽 티 드려요,O O O S-COMMENT
소시지 치즈 롤 드려요,O O O S-COMMENT
고구마 치즈 브레드 드려요,O O O S-COMMENT
허니 갈릭 부기브레드 드려요,O O O S-COMMENT
스윗 칠리 부기브레드 드려요,O O O S-COMMENT
아이스 크로칸 슈 드려요,O O O S-COMMENT
미니 허니브레드 플레인 드려요,O O O S-COMMENT
미니 허니브레드 초코 드려요,O O O S-COMMENT
미니 허니브레드 카라멜 드려요,O O O S-COMMENT
미니 허니브레드 녹차 드려요,O O O S-COMMENT
버터 카야 토스트 드려요,O O O S-COMMENT
